MODE,PROBLEM_SCALE,NUM_THREADS,TIME_MS
MEMO_BOUND_THREAD,10000000, 1, 15.094522
MEMO_BOUND_THREAD,10000000, 2, 8.073856
MEMO_BOUND_THREAD,10000000, 3, 6.042039
MEMO_BOUND_THREAD,10000000, 4, 4.551317
MEMO_BOUND_THREAD,10000000, 5, 4.061088
MEMO_BOUND_THREAD,10000000, 6, 3.752385
MEMO_BOUND_THREAD,10000000, 7, 4.450279
MEMO_BOUND_THREAD,10000000, 8, 3.991483
MEMO_BOUND_THREAD,10000000, 9, 4.113683
MEMO_BOUND_THREAD,10000000, 10, 4.020935
MEMO_BOUND_THREAD,10000000, 11, 4.526914
MEMO_BOUND_THREAD,10000000, 12, 4.379980
MEMO_BOUND_SERIAL,10000000, 1, 14.558464
MEMO_BOUND_THREAD,10000000, 1, 14.228656
MEMO_BOUND_THREAD,10000000, 2, 7.477520
MEMO_BOUND_THREAD,10000000, 3, 5.681452
MEMO_BOUND_THREAD,10000000, 4, 4.607592
MEMO_BOUND_THREAD,10000000, 5, 3.858319
MEMO_BOUND_THREAD,10000000, 6, 3.796743
MEMO_BOUND_THREAD,10000000, 7, 4.421297
MEMO_BOUND_THREAD,10000000, 8, 4.288604
MEMO_BOUND_THREAD,10000000, 9, 4.900394
MEMO_BOUND_THREAD,10000000, 10, 4.149584
MEMO_BOUND_THREAD,10000000, 11, 4.491513
MEMO_BOUND_THREAD,10000000, 12, 4.184524
MEMO_BOUND_SERIAL,10000000, 1, 14.099239
MEMO_BOUND_THREAD,10000000, 1, 14.582153
MEMO_BOUND_THREAD,10000000, 2, 7.789843
MEMO_BOUND_THREAD,10000000, 3, 5.665852
MEMO_BOUND_THREAD,10000000, 4, 4.615556
MEMO_BOUND_THREAD,10000000, 5, 4.154774
MEMO_BOUND_THREAD,10000000, 6, 3.974050
MEMO_BOUND_THREAD,10000000, 7, 4.529155
MEMO_BOUND_THREAD,10000000, 8, 4.586392
MEMO_BOUND_THREAD,10000000, 9, 4.468296
MEMO_BOUND_THREAD,10000000, 10, 4.274692
MEMO_BOUND_THREAD,10000000, 11, 4.310543
MEMO_BOUND_THREAD,10000000, 12, 4.456625
MEMO_BOUND_SERIAL,10000000, 1, 14.194239
MEMO_BOUND_THREAD,10000000, 1, 13.983406
MEMO_BOUND_THREAD,10000000, 2, 8.523075
MEMO_BOUND_THREAD,10000000, 3, 5.211908
MEMO_BOUND_THREAD,10000000, 4, 4.385109
MEMO_BOUND_THREAD,10000000, 5, 4.074831
MEMO_BOUND_THREAD,10000000, 6, 3.754515
MEMO_BOUND_THREAD,10000000, 7, 4.208491
MEMO_BOUND_THREAD,10000000, 8, 3.919496
MEMO_BOUND_THREAD,10000000, 9, 4.083849
MEMO_BOUND_THREAD,10000000, 10, 4.146298
MEMO_BOUND_THREAD,10000000, 11, 4.715118
MEMO_BOUND_THREAD,10000000, 12, 4.161505
MEMO_BOUND_SERIAL,10000000, 1, 14.100422
MEMO_BOUND_THREAD,10000000, 1, 14.555745
MEMO_BOUND_THREAD,10000000, 2, 8.129112
MEMO_BOUND_THREAD,10000000, 3, 6.284190
MEMO_BOUND_THREAD,10000000, 4, 4.656758
MEMO_BOUND_THREAD,10000000, 5, 4.038094
MEMO_BOUND_THREAD,10000000, 6, 4.120421
MEMO_BOUND_THREAD,10000000, 7, 3.893407
MEMO_BOUND_THREAD,10000000, 8, 4.094803
MEMO_BOUND_THREAD,10000000, 9, 4.569117
MEMO_BOUND_THREAD,10000000, 10, 3.913652
MEMO_BOUND_THREAD,10000000, 11, 4.220620
MEMO_BOUND_THREAD,10000000, 12, 4.338818
MEMO_BOUND_SERIAL,10000000, 1, 14.168976
MEMO_BOUND_THREAD,10000000, 1, 13.863805
MEMO_BOUND_THREAD,10000000, 2, 8.997894
MEMO_BOUND_THREAD,10000000, 3, 5.626840
MEMO_BOUND_THREAD,10000000, 4, 4.739402
MEMO_BOUND_THREAD,10000000, 5, 3.930125
MEMO_BOUND_THREAD,10000000, 6, 3.805970
MEMO_BOUND_THREAD,10000000, 7, 4.369650
MEMO_BOUND_THREAD,10000000, 8, 4.056187
MEMO_BOUND_THREAD,10000000, 9, 5.320221
MEMO_BOUND_THREAD,10000000, 10, 4.157485
MEMO_BOUND_THREAD,10000000, 11, 4.372741
MEMO_BOUND_THREAD,10000000, 12, 4.542049
COMP_BOUND_SERIAL,40000, 1, 1418.639281
COMP_BOUND_THREAD,40000, 1, 1373.959368
COMP_BOUND_THREAD,40000, 2, 685.406382
COMP_BOUND_THREAD,40000, 3, 471.058093
COMP_BOUND_THREAD,40000, 4, 366.648498
COMP_BOUND_THREAD,40000, 5, 302.001365
COMP_BOUND_THREAD,40000, 6, 254.883934
COMP_BOUND_THREAD,40000, 7, 221.902895
COMP_BOUND_THREAD,40000, 8, 192.726080
COMP_BOUND_THREAD,40000, 9, 176.314725
COMP_BOUND_THREAD,40000, 10, 150.617141
COMP_BOUND_THREAD,40000, 11, 137.877231
COMP_BOUND_THREAD,40000, 12, 122.629715
COMP_BOUND_SERIAL,40000, 1, 1361.969006
COMP_BOUND_THREAD,40000, 1, 1349.574430
COMP_BOUND_THREAD,40000, 2, 683.744793
COMP_BOUND_THREAD,40000, 3, 477.442059
COMP_BOUND_THREAD,40000, 4, 371.432600
COMP_BOUND_THREAD,40000, 5, 291.220816
COMP_BOUND_THREAD,40000, 6, 244.494409
COMP_BOUND_THREAD,40000, 7, 219.213873
COMP_BOUND_THREAD,40000, 8, 194.931517
COMP_BOUND_THREAD,40000, 9, 166.292042
COMP_BOUND_THREAD,40000, 10, 157.571883
COMP_BOUND_THREAD,40000, 11, 137.451741
COMP_BOUND_THREAD,40000, 12, 119.622731
COMP_BOUND_SERIAL,40000, 1, 1356.508074
COMP_BOUND_THREAD,40000, 1, 1353.847380
COMP_BOUND_THREAD,40000, 2, 680.152966
COMP_BOUND_THREAD,40000, 3, 463.936739
COMP_BOUND_THREAD,40000, 4, 361.979973
COMP_BOUND_THREAD,40000, 5, 303.960868
COMP_BOUND_THREAD,40000, 6, 249.121388
COMP_BOUND_THREAD,40000, 7, 215.727055
COMP_BOUND_THREAD,40000, 8, 188.355953
COMP_BOUND_THREAD,40000, 9, 167.602797
COMP_BOUND_THREAD,40000, 10, 149.718379
COMP_BOUND_THREAD,40000, 11, 142.161650
COMP_BOUND_THREAD,40000, 12, 122.375731
COMP_BOUND_SERIAL,40000, 1, 1353.102206
COMP_BOUND_THREAD,40000, 1, 1342.971419
COMP_BOUND_THREAD,40000, 2, 686.054160
COMP_BOUND_THREAD,40000, 3, 459.491018
COMP_BOUND_THREAD,40000, 4, 366.150862
COMP_BOUND_THREAD,40000, 5, 296.110529
COMP_BOUND_THREAD,40000, 6, 252.401577
COMP_BOUND_THREAD,40000, 7, 217.060529
COMP_BOUND_THREAD,40000, 8, 193.434222
COMP_BOUND_THREAD,40000, 9, 166.307426
COMP_BOUND_THREAD,40000, 10, 160.544420
COMP_BOUND_THREAD,40000, 11, 136.365793
COMP_BOUND_THREAD,40000, 12, 118.580233
COMP_BOUND_SERIAL,40000, 1, 1343.186592
COMP_BOUND_THREAD,40000, 1, 1356.320482
COMP_BOUND_THREAD,40000, 2, 678.896629
COMP_BOUND_THREAD,40000, 3, 464.902403
COMP_BOUND_THREAD,40000, 4, 348.007060
COMP_BOUND_THREAD,40000, 5, 293.826860
COMP_BOUND_THREAD,40000, 6, 255.418534
COMP_BOUND_THREAD,40000, 7, 223.706163
COMP_BOUND_THREAD,40000, 8, 193.495023
COMP_BOUND_THREAD,40000, 9, 177.576727
COMP_BOUND_THREAD,40000, 10, 161.735478
COMP_BOUND_THREAD,40000, 11, 143.179681
COMP_BOUND_THREAD,40000, 12, 138.345965
COMP_BOUND_SERIAL,40000, 1, 1419.418814
COMP_BOUND_THREAD,40000, 1, 1411.177370
COMP_BOUND_THREAD,40000, 2, 691.409224
COMP_BOUND_THREAD,40000, 3, 469.472963
COMP_BOUND_THREAD,40000, 4, 376.827096
COMP_BOUND_THREAD,40000, 5, 301.693092
COMP_BOUND_THREAD,40000, 6, 247.994875
COMP_BOUND_THREAD,40000, 7, 220.426460
COMP_BOUND_THREAD,40000, 8, 190.923103
COMP_BOUND_THREAD,40000, 9, 168.227882
COMP_BOUND_THREAD,40000, 10, 159.716650
COMP_BOUND_THREAD,40000, 11, 141.181283
COMP_BOUND_THREAD,40000, 12, 124.500896
COMP_BOUND_SERIAL,40000, 1, 1367.211842
COMP_BOUND_THREAD,40000, 1, 1361.716398
COMP_BOUND_THREAD,40000, 2, 679.131439
COMP_BOUND_THREAD,40000, 3, 463.489064
COMP_BOUND_THREAD,40000, 4, 363.263623
COMP_BOUND_THREAD,40000, 5, 303.279328
COMP_BOUND_THREAD,40000, 6, 255.386725
COMP_BOUND_THREAD,40000, 7, 220.964685
COMP_BOUND_THREAD,40000, 8, 190.826948
COMP_BOUND_THREAD,40000, 9, 170.150976
COMP_BOUND_THREAD,40000, 10, 154.687979
COMP_BOUND_THREAD,40000, 11, 136.415889
COMP_BOUND_THREAD,40000, 12, 121.004054
COMP_BOUND_SERIAL,40000, 1, 1350.767066
COMP_BOUND_THREAD,40000, 1, 1353.087874
COMP_BOUND_THREAD,40000, 2, 677.756598
COMP_BOUND_THREAD,40000, 3, 471.018296
COMP_BOUND_THREAD,40000, 4, 366.362683
COMP_BOUND_THREAD,40000, 5, 296.874972
COMP_BOUND_THREAD,40000, 6, 248.962523
COMP_BOUND_THREAD,40000, 7, 220.712802
COMP_BOUND_THREAD,40000, 8, 191.106026
COMP_BOUND_THREAD,40000, 9, 165.459583
COMP_BOUND_THREAD,40000, 10, 154.870419
COMP_BOUND_THREAD,40000, 11, 139.688902
COMP_BOUND_THREAD,40000, 12, 141.972689
COMP_BOUND_SERIAL,40000, 1, 1351.311102
COMP_BOUND_THREAD,40000, 1, 1343.345617
COMP_BOUND_THREAD,40000, 2, 678.320744
COMP_BOUND_THREAD,40000, 3, 457.572939
COMP_BOUND_THREAD,40000, 4, 365.099658
COMP_BOUND_THREAD,40000, 5, 282.148965
COMP_BOUND_THREAD,40000, 6, 257.698552
COMP_BOUND_THREAD,40000, 7, 213.319350
COMP_BOUND_THREAD,40000, 8, 190.616856
COMP_BOUND_THREAD,40000, 9, 170.927697
COMP_BOUND_THREAD,40000, 10, 162.916599
COMP_BOUND_THREAD,40000, 11, 144.410405
COMP_BOUND_THREAD,40000, 12, 125.851067
COMP_BOUND_SERIAL,40000, 1, 1348.109135
COMP_BOUND_THREAD,40000, 1, 1351.986931
COMP_BOUND_THREAD,40000, 2, 679.575369
COMP_BOUND_THREAD,40000, 3, 458.211477
COMP_BOUND_THREAD,40000, 4, 354.500327
COMP_BOUND_THREAD,40000, 5, 282.990479
COMP_BOUND_THREAD,40000, 6, 256.728587
COMP_BOUND_THREAD,40000, 7, 221.477769
COMP_BOUND_THREAD,40000, 8, 190.286241
COMP_BOUND_THREAD,40000, 9, 167.183099
COMP_BOUND_THREAD,40000, 10, 153.968856
COMP_BOUND_THREAD,40000, 11, 143.101005
COMP_BOUND_THREAD,40000, 12, 119.544832
MEMO_BOUND_SERIAL,100000000, 1, 137.175978
MEMO_BOUND_THREAD,100000000, 1, 136.574704
MEMO_BOUND_THREAD,100000000, 2, 69.368743
MEMO_BOUND_THREAD,100000000, 3, 48.089119
MEMO_BOUND_THREAD,100000000, 4, 36.240259
MEMO_BOUND_THREAD,100000000, 5, 31.622252
MEMO_BOUND_THREAD,100000000, 6, 34.366766
MEMO_BOUND_THREAD,100000000, 7, 35.010223
MEMO_BOUND_THREAD,100000000, 8, 36.026383
MEMO_BOUND_THREAD,100000000, 9, 33.083757
MEMO_BOUND_THREAD,100000000, 10, 33.049115
MEMO_BOUND_THREAD,100000000, 11, 34.734759
MEMO_BOUND_THREAD,100000000, 12, 33.318679
MEMO_BOUND_SERIAL,100000000, 1, 142.123942
MEMO_BOUND_THREAD,100000000, 1, 143.286175
MEMO_BOUND_THREAD,100000000, 2, 72.080227
MEMO_BOUND_THREAD,100000000, 3, 49.258129
MEMO_BOUND_THREAD,100000000, 4, 37.193877
MEMO_BOUND_THREAD,100000000, 5, 34.350143
MEMO_BOUND_THREAD,100000000, 6, 34.804745
MEMO_BOUND_THREAD,100000000, 7, 34.500153
MEMO_BOUND_THREAD,100000000, 8, 33.361688
MEMO_BOUND_THREAD,100000000, 9, 33.870512
MEMO_BOUND_THREAD,100000000, 10, 33.048217
MEMO_BOUND_THREAD,100000000, 11, 33.538968
MEMO_BOUND_THREAD,100000000, 12, 34.722648
MEMO_BOUND_SERIAL,100000000, 1, 146.251012
MEMO_BOUND_THREAD,100000000, 1, 140.288201
MEMO_BOUND_THREAD,100000000, 2, 71.091577
MEMO_BOUND_THREAD,100000000, 3, 47.183065
MEMO_BOUND_THREAD,100000000, 4, 36.538970
MEMO_BOUND_THREAD,100000000, 5, 33.019496
MEMO_BOUND_THREAD,100000000, 6, 33.747341
MEMO_BOUND_THREAD,100000000, 7, 34.282950
MEMO_BOUND_THREAD,100000000, 8, 31.900745
MEMO_BOUND_THREAD,100000000, 9, 31.805166
MEMO_BOUND_THREAD,100000000, 10, 32.155384
MEMO_BOUND_THREAD,100000000, 11, 32.073953
MEMO_BOUND_THREAD,100000000, 12, 32.184133
MEMO_BOUND_SERIAL,100000000, 1, 139.803869
MEMO_BOUND_THREAD,100000000, 1, 138.023985
MEMO_BOUND_THREAD,100000000, 2, 69.080215
MEMO_BOUND_THREAD,100000000, 3, 47.484797
MEMO_BOUND_THREAD,100000000, 4, 35.534361
MEMO_BOUND_THREAD,100000000, 5, 31.941810
MEMO_BOUND_THREAD,100000000, 6, 33.905889
MEMO_BOUND_THREAD,100000000, 7, 33.333175
MEMO_BOUND_THREAD,100000000, 8, 33.131195
MEMO_BOUND_THREAD,100000000, 9, 31.753754
MEMO_BOUND_THREAD,100000000, 10, 32.116836
MEMO_BOUND_THREAD,100000000, 11, 32.475799
MEMO_BOUND_THREAD,100000000, 12, 32.177865
MEMO_BOUND_SERIAL,100000000, 1, 141.799416
MEMO_BOUND_THREAD,100000000, 1, 139.460576
MEMO_BOUND_THREAD,100000000, 2, 71.215140
MEMO_BOUND_THREAD,100000000, 3, 48.228413
MEMO_BOUND_THREAD,100000000, 4, 35.802063
MEMO_BOUND_THREAD,100000000, 5, 32.692388
MEMO_BOUND_THREAD,100000000, 6, 33.095661
MEMO_BOUND_THREAD,100000000, 7, 33.104232
MEMO_BOUND_THREAD,100000000, 8, 31.831769
MEMO_BOUND_THREAD,100000000, 9, 32.571586
MEMO_BOUND_THREAD,100000000, 10, 31.532594
MEMO_BOUND_THREAD,100000000, 11, 32.769941
MEMO_BOUND_THREAD,100000000, 12, 32.801951
MEMO_BOUND_SERIAL,100000000, 1, 140.128900
MEMO_BOUND_THREAD,100000000, 1, 136.851101
MEMO_BOUND_THREAD,100000000, 2, 69.443434
MEMO_BOUND_THREAD,100000000, 3, 48.147581
MEMO_BOUND_THREAD,100000000, 4, 35.377773
MEMO_BOUND_THREAD,100000000, 5, 32.286165
MEMO_BOUND_THREAD,100000000, 6, 34.700216
MEMO_BOUND_THREAD,100000000, 7, 34.795226
MEMO_BOUND_THREAD,100000000, 8, 32.951271
MEMO_BOUND_THREAD,100000000, 9, 32.470409
MEMO_BOUND_THREAD,100000000, 10, 31.564732
MEMO_BOUND_THREAD,100000000, 11, 31.555377
MEMO_BOUND_THREAD,100000000, 12, 32.835263
MEMO_BOUND_SERIAL,100000000, 1, 141.090440
MEMO_BOUND_THREAD,100000000, 1, 137.312208
MEMO_BOUND_THREAD,100000000, 2, 70.554301
MEMO_BOUND_THREAD,100000000, 3, 46.538957
MEMO_BOUND_THREAD,100000000, 4, 35.197361
MEMO_BOUND_THREAD,100000000, 5, 32.856050
MEMO_BOUND_THREAD,100000000, 6, 32.364175
MEMO_BOUND_THREAD,100000000, 7, 37.303843
MEMO_BOUND_THREAD,100000000, 8, 31.797659
MEMO_BOUND_THREAD,100000000, 9, 32.964980
MEMO_BOUND_THREAD,100000000, 10, 31.748698
MEMO_BOUND_THREAD,100000000, 11, 32.260133
MEMO_BOUND_THREAD,100000000, 12, 32.723816
MEMO_BOUND_SERIAL,100000000, 1, 137.739152
MEMO_BOUND_THREAD,100000000, 1, 135.340959
MEMO_BOUND_THREAD,100000000, 2, 71.687231
MEMO_BOUND_THREAD,100000000, 3, 46.817743
MEMO_BOUND_THREAD,100000000, 4, 34.908772
MEMO_BOUND_THREAD,100000000, 5, 32.135882
MEMO_BOUND_THREAD,100000000, 6, 32.857559
MEMO_BOUND_THREAD,100000000, 7, 31.926370
MEMO_BOUND_THREAD,100000000, 8, 32.607962
MEMO_BOUND_THREAD,100000000, 9, 32.365938
MEMO_BOUND_THREAD,100000000, 10, 33.314923
MEMO_BOUND_THREAD,100000000, 11, 33.682199
MEMO_BOUND_THREAD,100000000, 12, 34.714164
MEMO_BOUND_SERIAL,100000000, 1, 142.935750
MEMO_BOUND_THREAD,100000000, 1, 140.863571
MEMO_BOUND_THREAD,100000000, 2, 71.169493
MEMO_BOUND_THREAD,100000000, 3, 47.895617
MEMO_BOUND_THREAD,100000000, 4, 36.060341
MEMO_BOUND_THREAD,100000000, 5, 35.052735
MEMO_BOUND_THREAD,100000000, 6, 33.411036
MEMO_BOUND_THREAD,100000000, 7, 35.377826
MEMO_BOUND_THREAD,100000000, 8, 33.443368
MEMO_BOUND_THREAD,100000000, 9, 32.315363
MEMO_BOUND_THREAD,100000000, 10, 32.874497
MEMO_BOUND_THREAD,100000000, 11, 34.849113
MEMO_BOUND_THREAD,100000000, 12, 35.044924
MEMO_BOUND_SERIAL,100000000, 1, 143.636316
MEMO_BOUND_THREAD,100000000, 1, 143.254910
MEMO_BOUND_THREAD,100000000, 2, 68.008007
MEMO_BOUND_THREAD,100000000, 3, 47.161230
MEMO_BOUND_THREAD,100000000, 4, 35.360518
MEMO_BOUND_THREAD,100000000, 5, 33.979117
MEMO_BOUND_THREAD,100000000, 6, 34.254741
MEMO_BOUND_THREAD,100000000, 7, 35.172636
MEMO_BOUND_THREAD,100000000, 8, 33.855185
MEMO_BOUND_THREAD,100000000, 9, 32.381122
MEMO_BOUND_THREAD,100000000, 10, 32.876582
MEMO_BOUND_THREAD,100000000, 11, 31.991725
MEMO_BOUND_THREAD,100000000, 12, 32.363350
